Date,MSFT_RETURN,MSFT_STDEV,MSFT_ROLL_AVG,SP500_RETURN,SP500_STDEV,RF,Inflation Rate,Next_MSFT_RETURN
2017-10-31,0.11665978129568155,0.01422256168486462,0.003341892552026493,0.02218813506615147,0.0030553978698190172,0.0009,0.0007750522450138408,0.016983881358375585
2017-11-30,0.016983881358375585,0.007819346035567299,0.002961956042465852,0.028082627806563787,0.003989619781784706,0.0008,0.002668007428251684,0.016276762904260833
2017-12-31,0.016276762904260833,0.012737077136919078,0.0010812966670108374,0.009831630594270946,0.0035482175365317056,0.0009,0.0021068892447551058,0.1107082680791287
2018-01-31,0.1107082680791287,0.010354998730997557,0.0030393218651472782,0.05617870412552772,0.005612433997296011,0.0012,0.004253344363511546,-0.008414940081426736
2018-02-28,-0.008414940081426736,0.024076269021230355,0.0023469681253557046,-0.03894737187936814,0.017142516592580107,0.0011,0.0026922876006090224,-0.026661108182008286
2018-03-31,-0.026661108182008286,0.024216378535103358,0.0003902727118242059,-0.02688449860055686,0.012679652215252985,0.0011,0.000192362410782021,0.024652217776403917
2018-04-30,0.024652217776403917,0.017550113709034334,-0.00010970399131321103,0.0027187749953683227,0.010867273010882018,0.0014000000000000002,0.002604406656061986,0.061466929901792255
2018-05-31,0.061466929901792255,0.008414947363949416,0.0010257983529276093,0.02160834185458338,0.006550294321030805,0.0014000000000000002,0.002257949781598212,-0.0023267020999799826
2018-06-30,-0.0023267020999799826,0.010327200316317436,0.0008744677034905964,0.00484243626760783,0.005574978427402318,0.0014000000000000002,0.0009011451720948305,0.07575295593775122
2018-07-31,0.07575295593775122,0.013345890034013454,0.0017626218176657364,0.03602155617289937,0.005448354964800913,0.0016,0.0007808204989283585,0.062992680744419
2018-08-31,0.062992680744419,0.007512595629374606,0.0020343512260523294,0.030263211276748248,0.004431357940361773,0.0016,0.0017873207703393845,0.018160634344836613
2018-09-30,0.018160634344836613,0.011001807955102685,0.0020703669688591202,0.0042942874264615405,0.0035672513746921,0.0015,0.002062281702117419,-0.06610116605922345
2018-10-31,-0.06610116605922345,0.026145085151625645,-0.0012318351676260202,-0.0694033560936963,0.014088770141316794,0.0019,0.002339580144498754,0.04268396057088686
2018-11-30,0.04268396057088686,0.020229547339903148,0.0011474969901736575,0.01785935665478,0.01187419923401854,0.0018,-0.0007041919199911595,-0.08404730380787662
2018-12-31,-0.08404730380787662,0.02722880057294285,-0.0007819576953317956,-0.09177689467997241,0.01876626294449336,0.002,0.0006848935445813442,0.028157886415330236
2019-01-31,0.028157886415330236,0.019790042722629363,0.0007610419715385823,0.0786844016658268,0.011677586389697103,0.0021,-0.0008149798035343991,0.07735733729947647
2019-02-28,0.07735733729947647,0.011383276808098088,0.0023939420386008825,0.029728889343926923,0.0051983551216433456,0.0018,0.003001255142321968,0.052753971473959105
2019-03-31,0.052753971473959105,0.010914627025979626,0.0034749981484179476,0.01792425624958849,0.007386071742966904,0.0019,0.0037817929172307974,0.10734276570856927
2019-04-30,0.10734276570856927,0.00839704279135641,0.003558797826300412,0.03931349831373776,0.00389195993209843,0.0021,0.0037596794047436433,-0.04948068268715988
2019-05-31,-0.04948068268715988,0.014093040047827528,0.0007389604299916308,-0.06577773136683507,0.008801702051967604,0.0021,0.0002468332856644384,0.08311779595760349
2019-06-30,0.08311779595760349,0.015425428065150897,0.0013710744908748758,0.06893016399824159,0.006645594790833784,0.0018,-0.0003251128102280676,0.017243978698833207
2019-07-31,0.017243978698833207,0.009448249144895173,0.00032389504382401103,0.013128152166958396,0.005280031010254857,0.0019,0.0023078761661827762,0.015036168857441412
2019-08-31,0.015036168857441412,0.017693684707672616,0.0005438099911417823,-0.018091627240524266,0.01433201522627657,0.0016,0.0009147700174354512,0.008487272697657922
2019-09-30,0.008487272697657922,0.010983107190715281,0.0007768194082201492,0.017181177931020475,0.005574356885247279,0.0018,0.0015388460997671771,0.031216118404430615
2019-10-31,0.031216118404430615,0.012793835826341247,0.0006124157960906966,0.020431770513684278,0.008232874148981679,0.0016,0.0028272822992627678,0.059462533269893925
2019-11-30,0.059462533269893925,0.004916593168720527,0.0028344620135860145,0.034047037714499906,0.0036259534906307664,0.0012,0.00281542260504386,0.041748964720837556
2019-12-31,0.041748964720837556,0.006481622787129598,0.0018071872739304292,0.028589818905729647,0.004815904181382288,0.0014000000000000002,0.0029122185210892493,0.07945480826150031
2020-01-31,0.07945480826150031,0.01308790362065572,0.003258124331861608,-0.0016280928190488542,0.007479868019482529,0.0013,0.0019216641534238743,-0.045687999013651504
2020-02-29,-0.045687999013651504,0.02636616996782866,0.00010632420687191427,-0.08411048363840323,0.015621571141170987,0.0012,0.0004746707213065804,-0.026541710707859267
2020-03-31,-0.026541710707859267,0.06942165552758787,-0.003781470440506285,-0.12511928240892844,0.05884971395186991,0.0013,-0.004528447444551498,0.1363265995120837
2020-04-30,0.1363265995120837,0.02883668523317119,0.008757642130246206,0.12684403816527867,0.026024938862007126,0.0,-0.007920147553434065,0.025390714127566882
2020-05-31,0.025390714127566882,0.01319763151606165,0.0014061988548138078,0.045281819665558665,0.014442201029496435,0.0001,-0.0008983252093487382,0.11055948943128024
2020-06-30,0.11055948943128024,0.019630126360549546,0.003442240021645904,0.018388396513924432,0.018499354857949506,0.0001,0.004847499237691677,0.0073707582480662115
2020-07-31,0.0073707582480662115,0.01848800731595122,0.0016065868147196053,0.05510132148044411,0.008375818708303286,0.0001,0.005096443382793581,0.10275188651139544
2020-08-31,0.10275188651139544,0.019392395230506936,0.0023827211256480575,0.07006466690171753,0.005111876494051045,0.0001,0.003731343283582156,-0.06739674527675998
2020-09-30,-0.06739674527675998,0.026074950675011598,0.00016731829530259868,-0.03922797017842261,0.015556874298652264,0.0001,0.002626139536318739,-0.037369728244560085
2020-10-31,-0.037369728244560085,0.01948651217836133,0.0005273224256198065,-0.027665786221379718,0.013146016323269826,0.0001,0.001238475828567287,0.060060211303514466
2020-11-30,0.060060211303514466,0.019038835820983528,-0.000580721648599029,0.10754563544385931,0.010150559046292331,0.0001,0.002274132890799363,0.039005960545238416
2020-12-31,0.039005960545238416,0.010194024276799702,0.001350913939128806,0.03712145909357023,0.0054189616807267145,0.0001,0.004346309661148906,0.0428918805077243
2021-01-31,0.0428918805077243,0.01823276901203952,0.0027909273011335833,-0.01113666075544506,0.010729412750063737,0.0001,0.00226678623900467,0.004118074611403122
2021-02-28,0.004118074611403122,0.013260437845200333,0.002576999479672848,0.026091451377448394,0.009019364116436872,0.0,0.003556212139095738,0.01458806754708597
2021-03-31,0.01458806754708597,0.016472083909559537,-0.0010429430106779066,0.042438632533165155,0.010430673132089526,0.0,0.004833575517978028,0.06960169589600862
2021-04-30,0.06960169589600862,0.013427446846563773,0.003057006768423113,0.052425321347558285,0.006827786692652163,0.0,0.006713309948762847,-0.007627196655102142
2021-05-31,-0.007627196655102142,0.013924963060804584,-0.0012823559098517105,0.00548648867060697,0.008869071223366292,0.0,0.006672292545710334,0.08498837718837748
2021-06-30,0.08498837718837748,0.008751499522898802,0.0037344406246704208,0.02221400956583497,0.005277188982671565,0.0,0.008591526206762845,0.05171701522766625
2021-07-31,0.05171701522766625,0.008991545835494524,0.0029744963161036806,0.02274805482838871,0.00741173785710822,0.0,0.004635957297477011,0.06159103694706247
2021-08-31,0.06159103694706247,0.00929529527319051,0.002695519929202365,0.028990416255438856,0.005201600660488154,0.0,0.0028937547110843287,-0.06611911579234064
2021-09-30,-0.06611911579234064,0.011863210662773476,-0.0009510226191973244,-0.04756916880190076,0.008011125539602424,0.0,0.004362937760309826,0.17629117964948726
2021-10-31,0.17629117964948726,0.013617637602687657,0.003473936836869729,0.06914383640060695,0.006835927101793257,0.0,0.009439954442911347,-0.0012823032858623185
2021-11-30,-0.0012823032858623185,0.010840822469230259,0.002577230171250655,-0.008333706184746159,0.008135852648819684,0.0,0.00830295666261649,0.017332846451003414
2021-12-31,0.017332846451003414,0.01705842621168887,-0.00014812859017740247,0.04361291346206464,0.010758497691550557,0.0001,0.0071084268212204815,-0.07534490635930657
2022-01-31,-0.07534490635930657,0.019551812575588638,-0.00130404915169825,-0.0525851650273933,0.011791136225119223,0.0,0.006182204083958309,-0.03721200498551602
2022-02-28,-0.03721200498551602,0.022300340065215786,-0.0003819573875352219,-0.031360491945908286,0.014198788373672302,0.0,0.007018425579205845,0.03186169344990253
2022-03-31,0.03186169344990253,0.02094079285758121,0.0011983138944436996,0.035773288371546474,0.01459391686709612,0.0001,0.010340040418240992,-0.09986701768473893
2022-04-30,-0.09986701768473893,0.02539062358599405,-0.0018112541663137397,-0.08795671180434295,0.015432952410553218,0.0001,0.003878706077567129,-0.018077277951925486
2022-05-31,-0.018077277951925486,0.02438478446020771,-0.0006356922914090735,5.317770464441374e-05,0.01969680610417342,0.0003,0.009415001628653163,-0.05532049018186391
2022-06-30,-0.05532049018186391,0.022718228531090522,-0.0009480744687690446,-0.08391999993382704,0.018530090746324123,0.0006,0.012952327333770608,0.09309674373098087
2022-07-31,0.09309674373098087,0.022170139482652458,0.003869455961585818,0.09111639173021024,0.012125788349759813,0.0008,-0.00044734844376970173,-0.06666298034463547
2022-08-31,-0.06666298034463547,0.014882795138799334,0.00016169455414676291,-0.04244012827299792,0.012197965023876618,0.0019,0.0007526954634839989,-0.1092670368576576
2022-09-30,-0.1092670368576576,0.017413898967917004,-0.0071658824103680374,-0.09339567201327492,0.014998228023883063,0.0019,0.004265454225137466,-0.0033060499013601863
2022-10-31,-0.0033060499013601863,0.030672583220003637,-0.0013899295451205347,0.0798634138370089,0.017605000248086575,0.0023,0.0052560378650634565,0.10222294728241677
2022-11-30,0.10222294728241677,0.028531924570350222,0.0027780958488342724,0.05375289335249267,0.01760144412001415,0.0029,0.00244648112786483,-0.06004546972284808
2022-12-31,-0.06004546972284808,0.016355945119867103,-9.716590010811303e-05,-0.05897147407473069,0.011254425077124562,0.0033,0.00033477509808887973,0.033316584731574395
2023-01-31,0.033316584731574395,0.02052771135268573,1.3117719286452148e-05,0.061752857834678654,0.010513281983911623,0.0034999999999999996,0.005515247249069821,0.009018028029107672
2023-02-28,0.009018028029107672,0.021372501990868313,0.0016741517904225178,-0.026112493931818803,0.009735145737652258,0.0034000000000000002,0.0033948398434380245,0.15588134903459805
2023-03-31,0.15588134903459805,0.016202639096813923,0.0033034861522817207,0.035051612577109204,0.011348690906900303,0.0036,0.0005539412755906081,0.06576508256593039
2023-04-30,0.06576508256593039,0.022305227249655245,0.003740482977725897,0.014642341662481462,0.00751662194112728,0.0034999999999999996,0.004027940313549472,0.07110547812554735
2023-05-31,0.07110547812554735,0.012688713789148043,0.00457826730382466,0.002482347368193194,0.008073861531053663,0.0036,0.0015122598709624846,0.03699869641898612
2023-06-30,0.03699869641898612,0.015392208602116946,0.0028287463672564592,0.06472746490423376,0.006794202255030535,0.004,0.0025814661936727212,-0.013566701480332788
2023-07-31,-0.013566701480332788,0.01799469677577746,-0.0010491709961204855,0.031138932355011084,0.00507526159306568,0.0045000000000000005,0.0016968158395787025,-0.022225690995815728
2023-08-31,-0.022225690995815728,0.01087954164766005,-0.0017268831971459823,-0.017716390070854127,0.007756719067264185,0.0045000000000000005,0.0049997537875678955,-0.0366428219379793
2023-09-30,-0.0366428219379793,0.012024689427516926,-5.066084205679703e-05,-0.04871936746562466,0.006885530077889479,0.0043,0.004037394900339164,0.07081575317635513
2023-10-31,0.07081575317635513,0.016268240733887863,0.0010593499838554806,-0.02197968873798295,0.008883662319771389,0.004699999999999999,0.0009076890042749586,0.12294536178642024
2023-11-30,0.12294536178642024,0.011756029933761541,0.004773360380768706,0.08917926878196969,0.007030029079994644,0.0044,0.0014106802143973862,-0.00757441172489004
2023-12-31,-0.00757441172489004,0.009207373850734644,0.0006220763128364837,0.04422923115635968,0.00607682829102277,0.0043,0.002103301989373252,0.05728114814300489
2024-01-31,0.05728114814300489,0.010837680509125243,0.002375253291805749,0.01589570759899117,0.0069531207871017155,0.004699999999999999,0.0034301261599751776,0.04231841626329924
2024-02-29,0.04231841626329924,0.012565785916511056,0.002143371837640244,0.0517206406237225,0.007693374788031029,0.0042,0.003963924414288167,0.017116208946835743
2024-03-31,0.017116208946835743,0.01350742890537384,0.000975106652788534,0.031018779915342964,0.00621541919487538,0.0043,0.0034884992058441533,-0.07461018361902128
2024-04-30,-0.07461018361902128,0.01371703596624793,-0.0022355559599923267,-0.04161507173789902,0.008390909899758955,0.004699999999999999,0.002912462713108077,0.06819094434331086
2024-05-31,0.06819094434331086,0.011735127133895412,0.0010381855941222133,0.0480211901511991,0.005883474384920947,0.0044,0.0003961458839163434,0.0766506832941658
2024-06-30,0.0766506832941658,0.008363251599965645,0.0018812060953293352,0.03466980128308306,0.004042231472310229,0.0040999999999999995,-2.8741138149102063e-05,-0.0639892144081412
2024-07-31,-0.0639892144081412,0.01470314902898584,-0.002224528467337565,0.011321316887868083,0.009105699433647573,0.0045000000000000005,0.001389194937581939,-0.0010951513834376314
2024-08-31,-0.0010951513834376314,0.012256249070185622,-0.0014024057248943104,0.02283470693663059,0.012262344224977524,0.0048,0.001801853517281904,0.03154814370835202
2024-09-30,0.03154814370835202,0.011562700593831408,0.0009855838708089,0.02019688409060083,0.008718561705735652,0.004,0.0022920373984103293,-0.05565880437581339
2024-10-31,-0.05565880437581339,0.01565936645442083,-0.002452682803618696,-0.00989674330315149,0.006936236749343258,0.0039000000000000003,0.002264563237849071,0.044192444537006326
2024-11-30,0.044192444537006326,0.01173698549698125,0.0007224802218218418,0.057301295482098835,0.00762695555827121,0.004,0.002804502414724075,-0.004628553808914582
